time,rpm,water_temp,oil_temp,gear_volt
14:26:00,4297,89.69614296170306,98.26482997997793,11.479894468227062
14:26:01,1468,71.2465087017237,87.00446316768034,12.530339262009797
14:26:02,2883,75.76246244071858,118.75388808626343,13.856188409068444
14:26:03,3294,81.97061573517367,110.2975093465429,11.04729442246056
14:26:04,3178,70.16856112882365,81.11177474372083,12.625389103262062
14:26:05,3162,90.33314372593277,84.63871490648683,11.902364538489524
14:26:06,3791,72.37594295984636,93.42827787580012,11.649049141932172
14:26:07,3760,92.84373583291001,119.52739459468738,13.55600515307278
14:26:08,4827,71.91163433724807,91.02470310425161,11.317789718660071
14:26:09,2476,91.64035632562573,109.5742741943044,11.934726525748147
14:26:10,3469,80.92766148815814,88.01866544111041,12.045765548485157
14:26:11,4615,99.83667335491896,117.65555773739203,11.517793893730527
14:26:12,3257,88.31250009670926,80.13617083414647,11.58525322141779
14:26:13,1553,96.00968992559666,83.48364221021926,12.013984493353929
14:26:14,2627,91.13866646675564,99.30691563997917,13.712604101737432
14:26:15,1455,78.51850754851871,108.29160319429481,12.64763273419925
14:26:16,2517,84.99319736567601,110.87353599845841,12.432531344897177
14:26:17,1132,99.16714617592062,89.86128490766858,12.618577609139992
14:26:18,1599,89.60535881679306,87.51129464853787,12.81747565108621
14:26:19,3229,86.5451623198262,111.93689022407082,13.138462254773177
14:26:20,2164,88.75917150223563,116.56777729462351,12.709916110960364
14:26:21,4109,84.6848060993417,84.46870698203472,12.066954928117587
14:26:22,3554,96.2447220467127,94.81166203548936,13.82923335996243
14:26:23,1128,72.93912644375317,105.74520559469133,12.026883449088961
14:26:24,1040,72.07848191326063,115.70335098870379,13.487410133851991
14:26:25,3023,70.07747700243044,91.22805697788878,12.65751658700299
14:26:26,1393,60.18647338367724,91.51345455125193,11.505663121817443
14:26:27,1955,85.93789554366019,90.09465680066842,11.361812654457465
14:26:28,2222,83.40603612648516,111.12281300630552,11.712658757091885
14:26:29,3758,69.22456659942247,85.68426181181312,13.717061999747838
14:26:30,4456,81.10616105126243,91.5541875715088,13.694740338021058
14:26:31,3272,71.13739488113424,110.39845493482676,13.030710657294609
