time,rpm,water_temp,oil_temp,gear_volt
14:26:00,3386,69.81606702942533,119.8311921368351,12.251032241222727
14:26:01,3588,91.66295660379043,102.98685194392952,12.388019071394561
14:26:02,3089,78.15403875810192,84.13972458767891,11.714884177900519
14:26:03,3688,70.8339437072347,98.04677232734181,13.325332537174805
14:26:04,2647,99.33810396414336,115.149983629855,11.583453761573866
14:26:05,3443,79.56142878026472,80.21429492792741,12.529037144459137
14:26:06,2741,85.88652706672684,87.52792899575229,12.67114956352202
14:26:07,4732,65.742881548004,97.69506927845418,13.86844558767089
14:26:08,2594,84.18881931122057,86.82174520076025,12.115246499738317
14:26:09,3573,88.0399811748774,84.7231705320026,12.830101513208728
14:26:10,1324,79.5728702171551,117.57840410050179,11.648395987717784
14:26:11,4678,81.17494448086023,105.38224405687284,11.561426450006925
14:26:12,3892,63.2805876761463,83.8739467052123,13.914278401204552
14:26:13,3795,61.09899349436721,95.36207819913118,12.484346632740362
14:26:14,2523,94.832120501683,101.95255660006288,13.255430818102123
14:26:15,1875,63.24238388110366,104.6101051439318,13.584302988899841
14:26:16,2563,72.52900440195384,114.32188273353128,11.39277756926953
14:26:17,2307,99.7537482465285,109.87295993468143,13.773241521322898
14:26:18,1590,97.82430330146875,81.40710502460321,11.867897167796574
